ISIN,TckrSymb,COMPANYNAME,NSE:
INE831C01016,ASHISHPO,ASHISH POLYPLAST LTD.,NSE:ASHISHPO
INE960E01019,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES L,NSE:SHIVAAGRO
INE140C01012,SIDDHA,SIDDHA VENTURES LTD.,NSE:SIDDHA
INE293D01017,KIRANSY-B,KIRAN SYNTEX LTD.,NSE:KIRANSY-B
INE764B01029,SUMERUIND,SUMERU INDUSTRIES LTD.,NSE:SUMERUIND
INE347C01013,RUNGTAIR,RUNGTA IRRIGATION LTD.,NSE:RUNGTAIR
INE959B01017,GTTDATA,GTT DATA SOLUTIONS LIMITED,NSE:GTTDATA
INE808A01018,VALSONQ,VALSON INDUSTRIES LTD.,NSE:VALSONQ
INE440C01016,SABOOSOD,SABOO SODIUM CHLORO LTD.,NSE:SABOOSOD
INE721D01017,GSLSEC,GSL SECURITIES LTD.,NSE:GSLSEC
INE015C01016,TINNARUBR,TINNA RUBBER AND INFRASTRUCTUR,NSE:TINNARUBR
INE337E01010,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,NSE:VIKRAMTH
INE473C01025,STRATMONT,STRATMONT INDUSTRIES LIMITED,NSE:STRATMONT
INE701G01012,AKCAPIT,A.K.CAPITAL SERVICES LTD.,NSE:AKCAPIT
INE131B01039,RELAXO,RELAXO FOOTWEARS LTD.,NSE:RELAXO
INE467D01017,VIRAT,VIRAT INDUSTRIES LTD.,NSE:VIRAT
INE786J01033,RRETAIL,RAJNISH RETAIL LIMITED,NSE:RRETAIL
INE390D01011,TERAI,TERAI TEA CO.LTD.,NSE:TERAI
INE949B01018,COSCO,COSCO (INDIA) LTD.,NSE:COSCO
INE790G01031,SHILPAMED,SHILPA MEDICARE LTD.,NSE:SHILPAMED
INE074B01023,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.,NSE:PARACABLES
INE132F01038,NCLRESE,NCL RESEARCH & FINANCIAL SERVI,NSE:NCLRESE
INE149B01015,POPEES,POPEES CARES LIMITED,NSE:POPEES
INE519D01015,LADDERUP,LADDERUP FINANCE LTD.,NSE:LADDERUP
INE152C01025,UYFINCORP,U. Y. FINCORP LIMITED,NSE:UYFINCORP
INE906L01025,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,NSE:EKAMLEA
INE691C01022,SWASTIKA,SWASTIKA INVESTMART LTD.,NSE:SWASTIKA
INE573B01016,PRIMAPLA,PRIMA PLASTICS LTD.,NSE:PRIMAPLA
INE381G01013,TELECANOR,TELECANOR GLOBAL LTD.,NSE:TELECANOR
INE582C01015,JAGSONFI,JAGSONPAL FINANCE & LEASING LT,NSE:JAGSONFI
INE194E01015,GARGFUR,GARG FURNACE LTD.,NSE:GARGFUR
INE375C01014,SAMPRE,SAMPRE NUTRITIONS LTD.,NSE:SAMPRE
INE864E01021,AAIL,Akar Auto Industries Limited,NSE:AAIL
INE834D01018,VIPULORG,Vipul Organics Limited,NSE:VIPULORG
INE316A01038,ECORECO,ECO RECYCLING LTD.,NSE:ECORECO
INE127I01024,GOODLUCK,Goodluck India Limited,NSE:GOODLUCK
INE912B01032,GOYALASS,GOYAL ASSOCIATES LTD.,NSE:GOYALASS
INE812B01026,ZENITHHE,ZENITH HEALTH CARE LTD.,NSE:ZENITHHE
INE035401020,ACEENGITEC,ACE ENGITECH LIMITED,NSE:ACEENGITEC
INE057Q01018,YORKEXP,YORK EXPORTS LTD.,NSE:YORKEXP
INE822E01011,SUPREME,SUPREME HOLDINGS & HOSPITALITY,NSE:SUPREME
INE624M01014,LYKISLTD,LYKIS LIMITED,NSE:LYKISLTD
INE233C01023,PRIMEPRO,PRIME PROPERTY DEVELOPMENT COR,NSE:PRIMEPRO
INE546F01013,ZENLABS,Zenlabs Ethica Limited,NSE:ZENLABS
INE533D01032,RAJRILTD,RAJ RAYON INDUSTRIES LIMITED,NSE:RAJRILTD
INE161F01011,ANIRIT,ANIRIT VENTURES LIMITED,NSE:ANIRIT
INE225G01012,GOWRALE,GOWRA LEASING & FINANCE LTD.,NSE:GOWRALE
INE144C01014,JAGANLAM,JAGAN LAMPS LTD.,NSE:JAGANLAM
INE041B01014,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICE,NSE:ASITCFIN
INE900O01014,ENCODE,ENCODE PACKAGING INDIA LIMITED,NSE:ENCODE
INE897A01011,SUPERBAK,SUPER BAKERS (INDIA) LTD.,NSE:SUPERBAK
INE812S01012,OVOBELE,OVOBEL FOODS LTD.,NSE:OVOBELE
INE366C01021,ACSTECH,ACS TECHNOLOGIES LIMITED,NSE:ACSTECH
INE807A01010,CHALLANI,CHALLANI CAPITAL LIMITED,NSE:CHALLANI
INE334A01023,STERTOOLS,STERLING TOOLS LTD.,NSE:STERTOOLS
INE510B01018,AGARWAL,AGARWAL FORTUNE INDIA LIMITED,NSE:AGARWAL
INE118C01018,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT &,NSE:DYNAMICP
INE055O01033,INLANPR,INLAND PRINTERS LTD.,NSE:INLANPR
INE358C01010,CEEJAY,CEEJAY FINANCE LTD.,NSE:CEEJAY
INE336D01014,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,NSE:ANNAINFRA
INE354C01027,BHAGERIA,Bhageria Industries Limited,NSE:BHAGERIA
INE125F01032,OIVL,ONESOURCE INDUSTRIES AND VENTU,NSE:OIVL
INE355C01016,BNRUDY,BNR UDYOG LTD.,NSE:BNRUDY
INE001B01026,KRBL,KRBL LTD.,NSE:KRBL
INE838C01011,SSPDL,SSPDL LTD.,NSE:SSPDL
INE789B01018,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,NSE:DAIKAFFI
INE830A01012,CILSEC,CIL SECURITIES LTD.,NSE:CILSEC
INE011B01017,CLIOINFO,CLIO INFOTECH LTD.,NSE:CLIOINFO
INE509F01029,CUPID,CUPID LTD.,NSE:CUPID
INE199E01014,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,NSE:SUNSHIEL
INE963A01011,HIPOLIN,HIPOLIN LTD.,NSE:HIPOLIN
INE995D01025,CHEMBOND,Chembond Material Technologies,NSE:CHEMBOND
INE345H01024,CIFL,CAPITAL INDIA FINANCE LIMITED,NSE:CIFL
INE485K01022,ABVL,Arunjyoti Bio Ventures Limited,NSE:ABVL
INE366G01022,SUCROSA,SUPER CROP SAFE LTD.,NSE:SUCROSA
INE825C01018,NGIND,N.G.INDUSTRIES LTD.,NSE:NGIND
INE784M01016,ASIAPAK,ASIA PACK LTD.,NSE:ASIAPAK
INE417F01017,SICAPIT,SI CAPITAL & FINANCIAL SERVICE,NSE:SICAPIT
INE474C01023,REMSONSIND,REMSONS INDUSTRIES LTD.,NSE:REMSONSIND
INE609D01014,RAMSONS,RAMSONS PROJECTS LTD.,NSE:RAMSONS
INE535P01015,EUROASIA,EURO ASIA EXPORTS LTD.,NSE:EUROASIA
INE457D01018,STANPACK,STANPACKS (INDIA) LTD.,NSE:STANPACK
INE416A01044,SABTNL,SRI ADHIKARI BROTHERS TELEVISI,NSE:SABTNL
INE357B01022,RAMINFO,RAMINFO LIMITED,NSE:RAMINFO
INE224D01012,SUNILAGR,SUNIL AGRO FOODS LTD.,NSE:SUNILAGR
INE012E01035,DIANATEA,DIANA TEA CO.LTD.,NSE:DIANATEA
INE806A01020,VIKASECO,Vikas EcoTech Limited,NSE:VIKASECO
INE242A01010,IOC,INDIAN OIL CORPORATION LTD.,NSE:IOC
INE042C01010,ALFAICA,ALFA ICA (INDIA) LTD.,NSE:ALFAICA
INE260E01014,SKCIL,Shri Keshav Cements and Infra,NSE:SKCIL
INE274E01015,INDIAHOME,INDIA HOME LOAN LTD.,NSE:INDIAHOME
INE443C01010,ROOPAIND,ROOPA INDUSTRIES LTD.,NSE:ROOPAIND
INE333E01019,UNIQUEO,UNIQUE ORGANICS LTD.,NSE:UNIQUEO
INE050E01027,BALAMINES,BALAJI AMINES LTD.,NSE:BALAMINES
INE154G01022,VENMAX,VENMAX DRUGS AND PHARMACEUTICA,NSE:VENMAX
INE190D01015,ARISE,ARIHANTS SECURITIES LTD.,NSE:ARISE
INE309H01038,VISAGAR,VISAGAR FINANCIAL SERVICES LTD,NSE:VISAGAR
INE267E01019,LIBORD,LIBORD SECURITIES LTD.,NSE:LIBORD
INE432F01032,EBIX,ERAAYA LIFESPACES LIMITED,NSE:EBIX
INE823B01015,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,NSE:COMPEAU
INE239F01015,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,NSE:ZDHJERK
INE153C01015,VINTAGES,VINTAGE SECURITIES LTD.,NSE:VINTAGES
INE906K01027,OSWALOR,OSWAL OVERSEAS LTD.,NSE:OSWALOR
INE080G01029,CONTILI,CONTIL INDIA LTD.,NSE:CONTILI
INE362D01010,VIJSOLX,VIJAY SOLVEX LTD.,NSE:VIJSOLX
INE997I01012,SHRIKRISH,SHRI KRISHNA DEVCON LTD.,NSE:SHRIKRISH
INE914E01040,ALANKIT,ALANKIT,NSE:ALANKIT
INE876E01033,NIHARINF,NIHAR INFO GLOBAL LTD.,NSE:NIHARINF
INE239D01028,OMINFRAL,OM INFRA LIMITED,NSE:OMINFRAL
INE396H01019,CHECKPOINT,Checkpoint Trends Limited,NSE:CHECKPOINT
INE561M01018,ISHANCH,Ishan Dyes and Chemicals Limit,NSE:ISHANCH
INE538G01018,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,NSE:GOTHIPL
INE011E01029,BALUFORGE,BALU FORGE INDUSTRIES LIMITED,NSE:BALUFORGE
INE418D01010,CEENIK,CEENIK EXPORTS (INDIA) LTD.,NSE:CEENIK
INE244B01030,PATELENG,PATEL ENGINEERING LTD.,NSE:PATELENG
INE237C01016,KATIPATANG,KATI PATANG LIFESTYLE LIMITED,NSE:KATIPATANG
INE148B01033,MENAMANI,MENA MANI INDUSTRIES LIMITED,NSE:MENAMANI
INE635D01027,INANI,INANI MARBLES & INDUSTRIES LTD,NSE:INANI
INE503D01027,GEMSI,GEMSTONE INVESTMENTS LTD.,NSE:GEMSI
INE158F01017,ELFORGE,EL FORGE LTD.,NSE:ELFORGE
INE646B01010,MEDICAMEQ,MEDICAMEN BIOTECH LTD.,NSE:MEDICAMEQ
INE062D01024,ALICON,ALICON CASTALLOY LIMITED,NSE:ALICON
INE650C01036,DILIGENT,DILIGENT INDUSTRIES LTD.,NSE:DILIGENT
INE601F01016,EPSOMPRO,EPSOM PROPERTIES LTD.,NSE:EPSOMPRO
INE883B01027,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT,NSE:ALFAVIO
INE412E01011,ORGCOAT,ORGANIC COATINGS LTD.,NSE:ORGCOAT
INE660B01011,CATVISION,CATVISION  LIMITED,NSE:CATVISION
INE850B01026,ABMKNO,ABM KNOWLEDGEWARE LTD.,NSE:ABMKNO
INE548C01032,EMAMILTD,EMAMI LTD.,NSE:EMAMILTD
INE971L01029,KEMISTAR,KEMISTAR CORPORATION LIMITED,NSE:KEMISTAR
INE771E01010,ASSOCER,ASSOCIATED CERAMICS LTD.,NSE:ASSOCER
INE709B01016,SKPSEC,SKP SECURITIES LTD.,NSE:SKPSEC
INE121D01036,SYSCHEM,SYSCHEM (INDIA) LTD.,NSE:SYSCHEM
INE186C01023,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,NSE:MEFCOMCAP
INE930A01010,HEMANG,HEMANG RESOURCES LIMITED,NSE:HEMANG
INE109C01017,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,NSE:ARMANFIN
INE355H01015,TAVERNIER,TAVERNIER RESOURCES LIMI,NSE:TAVERNIER
INE580D01017,GLANCE,GLANCE FINANCE LTD.,NSE:GLANCE
INE024F01011,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,NSE:SHILCTECH
INE819G01012,TRADEWELL,TRADEWELL HOLDINGS LIMITED,NSE:TRADEWELL
INE179O01031,SPRIGHT,SPRIGHT AGRO LIMITED,NSE:SPRIGHT
INE096B01018,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,NSE:NUCLEUS
INE923C01011,COLINZ,COLINZ LABORATORIES LTD.,NSE:COLINZ
INE606C01012,NLFL,NALIN LEASE FINANCE LTD.,NSE:NLFL
INE522D01027,MANAPPURAM,Manappuram Finance Ltd,NSE:MANAPPURAM
INE005C01017,RTSPOWR,RTS POWER CORPORATION LTD.,NSE:RTSPOWR
INE819A01049,COMFINTE,COMFORT INTECH LTD.,NSE:COMFINTE
INE861E01019,SHYAMACOMP,Shyama Computronics and Servic,NSE:SHYAMACOMP
INE262W01012,MAYURFL,MAYUR FLOORINGS LTD.,NSE:MAYURFL
INE364D01032,ANJANI,ANJANI SYNTHETICS LTD.,NSE:ANJANI
INE547B01028,XTGLOBAL,XTGLOBAL INFOTECH LIMITED,NSE:XTGLOBAL
INE821D01031,RANDER,RANDER CORPORATION LTD.,NSE:RANDER
INE822D01021,RASIELEC,RASI ELECTRODES LTD.,NSE:RASIELEC
INE962E01015,SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) L,NSE:SCOOBEEDAY
INE972E01014,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,NSE:DHRUVCA
INE802B01027,LINC,LINC LIMITED,NSE:LINC
INE342D01012,INDGELA,INDIA GELATINE & CHEMICALS LTD,NSE:INDGELA
INE031G01022,OPTIFIN,Optimus Finance Limited,NSE:OPTIFIN
INE015E01012,PARAGONF,PARAGON FINANCE LTD.,NSE:PARAGONF
INE530D01012,PRATIKSH,PRATIKSHA CHEMICALS LTD.,NSE:PRATIKSH
INE328F01016,ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,NSE:ESHAMEDIA
INE332F01018,REFEXRENEW,Refex Renewables & Infrastruct,NSE:REFEXRENEW
INE764D01017,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.,NSE:VSTTILLERS
INE151B01011,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,NSE:B2BSOFT
INE986B01044,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,NSE:RADHEDE
INE785D01012,ELIXIR,Elixir Capital Limited,NSE:ELIXIR
INE238C01022,TRISHAKT,Trishakti Industries Limited,NSE:TRISHAKT
INE698B01011,PANKAJPO,PANKAJ POLYMERS LTD.,NSE:PANKAJPO
INE807H01023,MARBLE,MARBLE CITY INDIA LIMITED,NSE:MARBLE
INE586D01014,ADHHATA,ADHATA GLOBAL LIMITED,NSE:ADHHATA
INE896D01017,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,NSE:NATPLASTI
INE531D01010,LEADFIN,LEAD FINANCIAL SERVICES LTD.,NSE:LEADFIN
INE643C01015,NATFIT,NATIONAL FITTINGS LIMITED,NSE:NATFIT
INE885B01014,ARTEFACT,ARTEFACT PROJECTS LTD.,NSE:ARTEFACT
INE053D01015,AMITINT,AMIT INTERNATIONAL LTD.,NSE:AMITINT
INE319M01011,HIGHSTREE,HIGH STREET FILATEX LTD.,NSE:HIGHSTREE
INE960H01012,NUTECGLOB,NUTECH GLOBAL LTD.,NSE:NUTECGLOB
INE590D01016,DHPIND,DHP INDIA LTD.,NSE:DHPIND
INE951M01037,RRIL,RRIL LIMITED,NSE:RRIL
INE325G01010,AVAILFC,AVAILABLE FINANCE LTD.,NSE:AVAILFC
INE366H01012,INTCAPL,INTEGRA CAPITAL LIMITED,NSE:INTCAPL
INE368C01019,MARUTISE,MARUTI SECURITIES LTD.,NSE:MARUTISE
INE293B01029,HAVISHA,SRI HAVISHA HOSPITALITY INFRAS,NSE:HAVISHA
INE250D01017,JAYIND,JAYATMA INDUSTRIES LIMITED,NSE:JAYIND
INE442C01012,CHARMS,CHARMS INDUSTRIES LTD.,NSE:CHARMS
INE128R01023,KRETTOSYS,KRETTO SYSCON LIMITED,NSE:KRETTOSYS
INE768C01010,ZYDUSWELL,ZYDUS WELLNESS LTD.,NSE:ZYDUSWELL
INE974C01022,WINPRO,WinPro Industries Limited,NSE:WINPRO
INE151H01018,MILESTONE,MILESTONE GLOBAL LTD.,NSE:MILESTONE
INE373D01017,GUJINV,GUJARAT INVESTA LTD.,NSE:GUJINV
INE111A01025,CONCOR,CONTAINER CORPORATION OF INDIA,NSE:CONCOR
INE500D01015,EASTRED,EASTERN TREADS LTD.,NSE:EASTRED
INE922B01023,PANACEABIO,PANACEA BIOTEC LTD.,NSE:PANACEABIO
INE328D01011,PEETISEC,PEETI SECURITIES LTD.,NSE:PEETISEC
INE763M01028,MERCURYEV,MERCURY EV-TECH LIMITED,NSE:MERCURYEV
INE102B01014,CHOICEIN,CHOICE INTERNATIONAL LTD.,NSE:CHOICEIN
INE777G01012,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LT,NSE:SRAMSET
INE427D01011,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,NSE:GOLECHA
INE005E01013,EKANSH,Ekansh Concepts Limited,NSE:EKANSH
INE960B01015,SPAR,SPARC ELECTREX LIMITED,NSE:SPAR
INE319B01014,BYKE,THE BYKE HOSPITALITY LTD.,NSE:BYKE
INE405H01018,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,NSE:CSURGSU
INE413D01011,ARIHANT,ARIHANT FOUNDATIONS & HOUSING,NSE:ARIHANT
INE671D01014,HASTIFIN,HASTI FINANCE LTD.,NSE:HASTIFIN
INE890B01014,UPSURGE,UPSURGE INVESTMENT & FINANCE L,NSE:UPSURGE
INE448D01017,PADAMCO,PADAM COTTON YARNS LTD.,NSE:PADAMCO
INE905B01010,WOMENNET,WOMEN NETWORKS LTD.,NSE:WOMENNET
INE262C01014,POLYCON,POLYCON INTERNATIONAL LTD.,NSE:POLYCON
INE679C01027,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL,NSE:SOURCENTRL
INE493B01017,GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,NSE:GGAUTO
INE326B01035,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,NSE:ALMONDZ
INE281M01013,LWSKNIT,LWS KNITWEAR LTD.,NSE:LWSKNIT
INE560D01027,TUNITEX,TUNI TEXTILE MILLS LTD.,NSE:TUNITEX
INE603F01012,NARPROP,NARENDRA PROPERTIES LTD.,NSE:NARPROP
INE804B01023,MEGACOR,MEGA CORPORATION LTD.,NSE:MEGACOR
INE107A01015,TNPL,TAMIL NADU NEWSPRINT & PAPERS,NSE:TNPL
INE908D01010,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.,NSE:SHAKTIPUMP
INE07P301011,SYTIXSE,SYSTEMATIX SECURITIES LTD.,NSE:SYTIXSE
INE474D01013,SAFFRON,SAFFRON INDUSTRIES LIMITED,NSE:SAFFRON
INE523I01016,PWASML,Prakash Woollen & Synthetic Mi,NSE:PWASML
INE805A01014,GOLDTECH,AION-TECH SOLUTIONS LIMITED,NSE:GOLDTECH
INE100F01019,LYONSCO,LYONS CORPORATE MARKET LTD.,NSE:LYONSCO
INE115C01014,VARDHMAN,VARDHMAN CONCRETE LIMITED,NSE:VARDHMAN
INE192H01020,GRMOVER,GRM OVERSEAS LTD.,NSE:GRMOVER
INE954E01012,MOHITIND,MOHIT INDUSTRIES LTD.,NSE:MOHITIND
INE323D01020,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,NSE:POLYLINK
INE952C01028,MINAXI,MINAXI TEXTILES LTD.,NSE:MINAXI
INE545B01022,CONTICON,CONTINENTAL CONTROLS LTD.,NSE:CONTICON
INE317B01042,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,NSE:NOUVEAU
INE397G01019,DUKEOFS,DUKE OFFSHORE LTD.,NSE:DUKEOFS
INE183D01010,CYBELEIND,CYBELE INDUSTRIES LTD.,NSE:CYBELEIND
INE600B01033,FILME,FILMCITY MEDIA LTD.,NSE:FILME
INE084D01010,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,NSE:CGVAK
INE268H01044,NAVKARURB,NAVKAR URBANSTRUCTURE LIMITED,NSE:NAVKARURB
INE378D01032,MADHUCON,MADHUCON PROJECTS LTD.,NSE:MADHUCON
INE080D01042,SYBLY,SYBLY INDUSTRIES LTD.,NSE:SYBLY
INE343B01030,RAJESHEXPO,RAJESH EXPORTS LTD.,NSE:RAJESHEXPO
INE404L01039,ESARIND,ESAAR (INDIA) LTD.,NSE:ESARIND
INE866D01010,MARIS,MARIS SPINNERS LTD.,NSE:MARIS
INE628F01019,INDERGR,INDERGIRI FINANCE LTD.,NSE:INDERGR
INE561E01015,SKRABUL,SHUKRA BULLIONS LTD.,NSE:SKRABUL
INE128A01029,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,NSE:EVEREADY
INE623D01015,STEP2COR,STEP TWO CORPORATION LTD.,NSE:STEP2COR
INE681D01039,ORIENTTR,ORIENT TRADELINK LTD.,NSE:ORIENTTR
INE767B01022,VIKASPROP,VIKAS PROPPANT & GRANITE LTD.,NSE:VIKASPROP
INE849B01010,ACESOFT,ACE SOFTWARE EXPORTS LTD.,NSE:ACESOFT
INE562E01021,SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD,NSE:SOFTRAKV
INE473B01035,HATSUN,HATSUN AGRO PRODUCT LTD.,NSE:HATSUN
INE681K01026,JYOTHI,JYOTHI INFRAVENTURES LTD.,NSE:JYOTHI
INE864D01015,RISHDIGA,RISHABH DIGHA STEEL & ALLIED P,NSE:RISHDIGA
INE392G01028,MAINFRA,MARUTI INFRASTRUCTURE LTD.,NSE:MAINFRA
INE881A01015,KOBO,KOBO BIOTECH LIMITED,NSE:KOBO
INE247D01039,JINDWORLD,JINDAL WORLDWIDE LTD.,NSE:JINDWORLD
INE355A01028,SOMANYCERA,SOMANY CERAMICS LTD.,NSE:SOMANYCERA
INE865D01012,JHACC,JHAVERI CREDITS & CAPITAL LTD.,NSE:JHACC
INE754B01012,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,NSE:RAGHUTOB
INE193D01019,DRL,DISHA RESOURCES LIMITED,NSE:DRL
INE558D01021,CORALFINAC,CORAL INDIA FINANCE & HOUSING,NSE:CORALFINAC
INE137E01014,AMITSEC,AMIT SECURITIES LTD.,NSE:AMITSEC
INE723K01018,ASHUTPM,ASHUTOSH PAPER MILLS LTD.,NSE:ASHUTPM
INE860D01013,SANJIVIN,SANJIVANI PARANTERAL LTD.,NSE:SANJIVIN
INE192C01013,VASINFRA,VAS INFRASTRUCTURE LTD.,NSE:VASINFRA
INE580H01026,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,NSE:KMFBLDR
INE508J01015,BERYLSE,BERYL SECURITIES LTD.,NSE:BERYLSE
INE483D01014,RAP,RAP CORP LIMITED,NSE:RAP
INE455C01014,DEVINE,DEVINE IMPEX LTD.,NSE:DEVINE
INE802A01037,BAMPSL,BAMPSL SECURITIES LTD.,NSE:BAMPSL
INE861N01036,GENPHARMA,GENPHARMASEC LIMITED,NSE:GENPHARMA
INE507D01010,INCON,INCON ENGINEERS LTD.,NSE:INCON
INE180C01042,CGCL,CAPRI GLOBAL CAPITAL LIMITED,NSE:CGCL
INE258B01022,FDC,FDC LTD.,NSE:FDC
INE832C01014,GOGIACAPGL,GOGIA CAPITAL GROWTH LIMITED,NSE:GOGIACAPGL
INE792J01015,GORANIN,GORANI INDUSTRIES LTD.,NSE:GORANIN
INE902G01016,KGPETRO,KG PETROCHEM LTD.,NSE:KGPETRO
INE100C01024,MAL,Meyer Apparel Limited,NSE:MAL
INE347I01010,STARCOM,STARCOM INFORMATION TECHNOLOGY,NSE:STARCOM
INE695B01025,COUNCODOS,COUNTRY CONDOS LTD.,NSE:COUNCODOS
INE628B01034,OROSMITHS,OROSIL SMITHS INDIA LTD.,NSE:OROSMITHS
INE405C01035,LINCOLN,LINCOLN PHARMACEUTICALS LTD.,NSE:LINCOLN
INE870J01019,SILVOAK,SILVER OAK (INDIA) LTD.,NSE:SILVOAK
INE722B01019,PRAVEG,PRAVEG LIMITED,NSE:PRAVEG
INE713C01016,SURAJLTD,SURAJ LTD.,NSE:SURAJLTD
INE196A01026,MARICO,MARICO LTD.,NSE:MARICO
INE546D01018,TOKYOFIN,TOKYO FINANCE LTD.,NSE:TOKYOFIN
INE654H01011,NATGENI,NATIONAL GENERAL INDUSTRIES LT,NSE:NATGENI
INE528C01018,UVS,UVS HOSPITALITY AND SERVICES L,NSE:UVS
INE454E01013,ABATEAS,ABATE AS INDUSTRIES LIMITED,NSE:ABATEAS
INE863C01019,HITTCO,HITTCO TOOLS LTD.,NSE:HITTCO
INE139D01020,YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,NSE:YUVRAAJHPL
INE117K01013,RRMETAL,RR METALMAKERS INDIA LIMITED,NSE:RRMETAL
INE661D01015,VISIONCO,VISION CORPORATION LTD.,NSE:VISIONCO
INE214D01021,BISIL,BISIL PLAST LIMITED,NSE:BISIL
INE224C01014,INANISEC,INANI SECURITIES LTD.,NSE:INANISEC
INE067C01025,ANKIN,ANKA INDIA LTD.,NSE:ANKIN
INE588E01026,ARISINT,ARIS INTERNATIONAL LTD.,NSE:ARISINT
INE799E01011,MAYUR,MAYUR LEATHER PRODUCTS LTD.,NSE:MAYUR
INE673C01020,AMERISE,AMERISE BIOSCIENCES LIMITED,NSE:AMERISE
INE621B01021,PRITHVIEXCH,Prithvi Exchange (India) Limit,NSE:PRITHVIEXCH
INE593B01030,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN,NSE:KHYATI
INE230F01014,RAINBOWF,RAINBOW FOUNDATIONS LTD.,NSE:RAINBOWF
INE843F01014,TRICOMFRU,TRICOM FRUIT PRODUCTS LIMITED,NSE:TRICOMFRU
INE632C01026,VIDHIING,Vidhi Specialty Food Ingredien,NSE:VIDHIING
INE414D01027,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTR,NSE:BHAGCHEM
INE224E01028,GATECH,GACM Technologies Limited,NSE:GATECH
INE316G01019,PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,NSE:PANCHSHEEL
INE650G01029,MENNPIS,MENON PISTONS LTD.,NSE:MENNPIS
INE414C01045,GREENCREST,GREENCREST FINANCIAL SERVICES,NSE:GREENCREST
INE509C01026,GENNEX,GENNEX LABORATORIES LTD.,NSE:GENNEX
INE548B01018,GINISILK,GINI SILK MILLS LTD.,NSE:GINISILK
INE505C01016,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD,NSE:PRAENG
INE703D01023,BIOGEN,BIOGEN PHARMACHEM INDUSTRIES L,NSE:BIOGEN
INE131D01019,GKCONS,G.K.CONSULTANTS LTD.,NSE:GKCONS
INE126J01016,APOLLOPIPE,APOLLO PIPES LIMITED,NSE:APOLLOPIPE
INE576D01015,UNJHAFOR,UNJHA FORMULATIONS LTD.,NSE:UNJHAFOR
